Cluster,N_States,N_Observations,P(-1),P(0),P(+1),Direction,Classification_Error,Gini,Cross_Entropy,Confidence
0,242,5743,0.30053978756747346,0.4001393000174125,0.29932091241511405,-0.001218875152359411,0.5998606999825875,0.6599713680614567,1.0888586224675048,0.4001393000174125
1,1,14,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.5714285714285715,0.3571428571428571,0.5,0.8304717124362917,0.6428571428571429
