s1,s2,s3,s4,s5,N_Observations,P(-1),P(0),P(+1),Direction,Classification_Error,Gini,Cross_Entropy,Confidence
-1,0,0,-1,1,30,0.3,0.36666666666666664,0.3333333333333333,0.033333333333333326,0.6333333333333333,0.6644444444444444,1.0952733774372052,0.36666666666666664
0,0,0,-1,1,48,0.2708333333333333,0.5,0.22916666666666666,-0.04166666666666666,0.5,0.6241319444444444,1.0379826447384586,0.5
1,0,0,-1,1,24,0.4166666666666667,0.3333333333333333,0.25,-0.16666666666666669,0.5833333333333333,0.6527777777777778,1.077556327066801,0.4166666666666667
-1,1,0,-1,1,24,0.2916666666666667,0.3333333333333333,0.375,0.08333333333333331,0.625,0.6631944444444444,1.0933903064791184,0.375
0,1,0,-1,1,23,0.43478260869565216,0.43478260869565216,0.13043478260869565,-0.30434782608695654,0.5652173913043479,0.6049149338374291,0.9899490539341391,0.43478260869565216
1,1,0,-1,1,20,0.45,0.35,0.2,-0.25,0.55,0.635,1.0486537893593546,0.45
-1,-1,1,-1,1,14,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5714285714285714,0.6530612244897959,1.0789922078775833,0.42857142857142855
0,-1,1,-1,1,20,0.55,0.4,0.05,-0.5,0.44999999999999996,0.535,0.8451132568429528,0.55
1,-1,1,-1,1,14,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.07142857142857145,0.6428571428571428,0.6632653061224489,1.0933747175566468,0.35714285714285715
-1,0,1,-1,1,17,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.0,0.5882352941176471,0.657439446366782,1.0852280400722045,0.4117647058823529
0,0,1,-1,1,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.04545454545454547,0.6363636363636364,0.6652892561983472,1.0965754342577216,0.36363636363636365
1,0,1,-1,1,17,0.23529411764705882,0.35294117647058826,0.4117647058823529,0.1764705882352941,0.5882352941176471,0.6505190311418685,1.073383620336505,0.4117647058823529
-1,1,1,-1,1,19,0.21052631578947367,0.47368421052631576,0.3157894736842105,0.10526315789473684,0.5263157894736843,0.631578947368421,1.045978165699395,0.47368421052631576
0,1,1,-1,1,27,0.2962962962962963,0.5555555555555556,0.14814814814814814,-0.14814814814814814,0.4444444444444444,0.5816186556927297,0.9698567625061291,0.5555555555555556
1,1,1,-1,1,15,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.2,0.4666666666666667,0.5866666666666667,0.9701157839869381,0.5333333333333333
-1,-1,-1,0,1,20,0.45,0.35,0.2,-0.25,0.55,0.635,1.0486537893593546,0.45
0,-1,-1,0,1,19,0.3684210526315789,0.3684210526315789,0.2631578947368421,-0.10526315789473684,0.631578947368421,0.6592797783933517,1.087074155537762,0.3684210526315789
1,-1,-1,0,1,17,0.5294117647058824,0.23529411764705882,0.23529411764705882,-0.29411764705882354,0.47058823529411764,0.6089965397923875,1.017602986115916,0.5294117647058824
-1,0,-1,0,1,20,0.2,0.4,0.4,0.2,0.6,0.64,1.0549201679861442,0.4
0,0,-1,0,1,23,0.30434782608695654,0.43478260869565216,0.2608695652173913,-0.043478260869565244,0.5652173913043479,0.6502835538752363,1.074721225116281,0.43478260869565216
1,0,-1,0,1,31,0.1935483870967742,0.3870967741935484,0.41935483870967744,0.22580645161290325,0.5806451612903225,0.6368366285119667,1.0496717767488781,0.41935483870967744
-1,1,-1,0,1,23,0.21739130434782608,0.5217391304347826,0.2608695652173913,0.043478260869565216,0.4782608695652174,0.6124763705103969,1.0217278604945916,0.5217391304347826
0,1,-1,0,1,31,0.3225806451612903,0.3870967741935484,0.2903225806451613,-0.032258064516129004,0.6129032258064516,0.6618106139438086,1.0914145617941,0.3870967741935484
1,1,-1,0,1,26,0.23076923076923078,0.4230769230769231,0.34615384615384615,0.11538461538461536,0.5769230769230769,0.6479289940828402,1.0695416913993137,0.4230769230769231
-1,-1,0,0,1,18,0.16666666666666666,0.4444444444444444,0.3888888888888889,0.22222222222222224,0.5555555555555556,0.6234567901234568,1.0263306332944864,0.4444444444444444
0,-1,0,0,1,42,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,1.0986122886681096,0.3333333333333333
1,-1,0,0,1,21,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5714285714285714,0.6530612244897959,1.0789922078775833,0.42857142857142855
-1,0,0,0,1,35,0.2571428571428571,0.37142857142857144,0.37142857142857144,0.11428571428571432,0.6285714285714286,0.6579591836734694,1.08495650463153,0.37142857142857144
0,0,0,0,1,38,0.2894736842105263,0.39473684210526316,0.3157894736842105,0.02631578947368418,0.6052631578947368,0.6606648199445984,1.0897840330218798,0.39473684210526316
1,0,0,0,1,34,0.29411764705882354,0.47058823529411764,0.23529411764705882,-0.05882352941176472,0.5294117647058824,0.6366782006920415,1.0551016181686423,0.47058823529411764
-1,1,0,0,1,30,0.2,0.36666666666666664,0.43333333333333335,0.23333333333333334,0.5666666666666667,0.6377777777777778,1.0521391662238093,0.43333333333333335
0,1,0,0,1,31,0.25806451612903225,0.5161290322580645,0.22580645161290322,-0.03225806451612903,0.4838709677419355,0.6160249739854318,1.0269445292379726,0.5161290322580645
1,1,0,0,1,27,0.14814814814814814,0.48148148148148145,0.37037037037037035,0.2222222222222222,0.5185185185185186,0.6090534979423868,1.002675013359144,0.48148148148148145
-1,-1,1,0,1,12,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,0.5,0.6111111111111112,1.0114042647073518,0.5
0,-1,1,0,1,22,0.18181818181818182,0.3181818181818182,0.5,0.3181818181818182,0.5,0.615702479338843,1.0208880675106418,0.5
1,-1,1,0,1,17,0.29411764705882354,0.35294117647058826,0.35294117647058826,0.05882352941176472,0.6470588235294117,0.6643598615916955,1.0950778621205006,0.35294117647058826
-1,0,1,0,1,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.06896551724137928,0.6206896551724138,0.6634958382877527,1.0939547819577147,0.3793103448275862
0,0,1,0,1,26,0.3076923076923077,0.2692307692307692,0.4230769230769231,0.11538461538461536,0.5769230769230769,0.6538461538461539,1.0798753311904068,0.4230769230769231
1,0,1,0,1,21,0.3333333333333333,0.2857142857142857,0.38095238095238093,0.047619047619047616,0.6190476190476191,0.6621315192743764,1.0917862380951273,0.38095238095238093
-1,1,1,0,1,18,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,1.0986122886681096,0.3333333333333333
0,1,1,0,1,24,0.25,0.5,0.25,0.0,0.5,0.625,1.0397207708399179,0.5
1,1,1,0,1,15,0.3333333333333333,0.4,0.26666666666666666,-0.06666666666666665,0.6,0.6577777777777778,1.0851886129676505,0.4
-1,-1,-1,1,1,18,0.2777777777777778,0.5555555555555556,0.16666666666666666,-0.11111111111111113,0.4444444444444444,0.5864197530864197,0.9809896824453153,0.5555555555555556
0,-1,-1,1,1,8,0.625,0.125,0.25,-0.375,0.375,0.53125,0.9002560512685369,0.625
1,-1,-1,1,1,20,0.25,0.5,0.25,0.0,0.5,0.625,1.0397207708399179,0.5
-1,0,-1,1,1,17,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.05882352941176472,0.5294117647058824,0.6366782006920415,1.0551016181686426,0.47058823529411764
0,0,-1,1,1,27,0.4444444444444444,0.4444444444444444,0.1111111111111111,-0.3333333333333333,0.5555555555555556,0.5925925925925926,0.9649629230074277,0.4444444444444444
1,0,-1,1,1,16,0.5625,0.125,0.3125,-0.25,0.4375,0.5703125,0.9470571522825083,0.5625
-1,1,-1,1,1,10,0.5,0.4,0.1,-0.4,0.5,0.58,0.9433483923290391,0.5
0,1,-1,1,1,20,0.45,0.25,0.3,-0.15000000000000002,0.55,0.645,1.0670938948757507,0.45
1,1,-1,1,1,18,0.3888888888888889,0.4444444444444444,0.16666666666666666,-0.22222222222222224,0.5555555555555556,0.6234567901234569,1.0263306332944864,0.4444444444444444
-1,-1,0,1,1,13,0.38461538461538464,0.5384615384615384,0.07692307692307693,-0.3076923076923077,0.46153846153846156,0.5562130177514794,0.8981370031878679,0.5384615384615384
0,-1,0,1,1,27,0.2962962962962963,0.4074074074074074,0.2962962962962963,0.0,0.5925925925925926,0.6584362139917695,1.0866549153502754,0.4074074074074074
1,-1,0,1,1,24,0.4166666666666667,0.25,0.3333333333333333,-0.08333333333333337,0.5833333333333333,0.6527777777777778,1.0775563270668007,0.4166666666666667
-1,0,0,1,1,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,-0.2222222222222222,0.5555555555555556,0.6419753086419753,1.0608569471580214,0.4444444444444444
0,0,0,1,1,33,0.24242424242424243,0.42424242424242425,0.3333333333333333,0.09090909090909088,0.5757575757575757,0.650137741046832,1.073502017562408,0.42424242424242425
1,0,0,1,1,30,0.3,0.5,0.2,-0.09999999999999998,0.5,0.62,1.0296530140645737,0.5
-1,1,0,1,1,21,0.19047619047619047,0.2857142857142857,0.5238095238095238,0.33333333333333337,0.47619047619047616,0.6077097505668935,1.012494711026758,0.5238095238095238
0,1,0,1,1,30,0.43333333333333335,0.16666666666666666,0.4,-0.033333333333333326,0.5666666666666667,0.6244444444444445,1.027517014774606,0.43333333333333335
1,1,0,1,1,16,0.3125,0.375,0.3125,0.0,0.625,0.6640625,1.094780226007948,0.375
-1,-1,1,1,1,10,0.1,0.7,0.2,0.1,0.30000000000000004,0.4600000000000001,0.8018185525433373,0.7
0,-1,1,1,1,13,0.5384615384615384,0.23076923076923078,0.23076923076923078,-0.30769230769230765,0.46153846153846156,0.6035502958579881,1.0100997593541636,0.5384615384615384
1,-1,1,1,1,10,0.5,0.2,0.3,-0.2,0.5,0.62,1.0296530140645737,0.5
-1,0,1,1,1,17,0.35294117647058826,0.4117647058823529,0.23529411764705882,-0.11764705882352944,0.5882352941176471,0.6505190311418685,1.073383620336505,0.4117647058823529
0,0,1,1,1,23,0.391304347826087,0.391304347826087,0.21739130434782608,-0.1739130434782609,0.6086956521739131,0.6465028355387524,1.0660493483542606,0.391304347826087
1,0,1,1,1,28,0.35714285714285715,0.42857142857142855,0.21428571428571427,-0.14285714285714288,0.5714285714285714,0.6428571428571428,1.060944240790747,0.42857142857142855
-1,1,1,1,1,8,0.125,0.375,0.5,0.375,0.5,0.59375,0.9743147528693494,0.5
0,1,1,1,1,15,0.2,0.4666666666666667,0.3333333333333333,0.1333333333333333,0.5333333333333333,0.6311111111111112,1.0437570363314084,0.4666666666666667
1,1,1,1,1,10,0.3,0.6,0.1,-0.19999999999999998,0.4,0.5399999999999999,0.8979457248567797,0.6
