s1,s2,s3,s4,s5,N_Observations,P(-1),P(0),P(+1),Direction,Classification_Error,Gini,Cross_Entropy,Confidence
0,0,0,1,0,44,0.29545454545454547,0.4772727272727273,0.22727272727272727,-0.0681818181818182,0.5227272727272727,0.6332644628099173,1.0499813664379811,0.4772727272727273
1,0,0,1,0,40,0.45,0.35,0.2,-0.25,0.55,0.635,1.0486537893593546,0.45
-1,1,0,1,0,15,0.13333333333333333,0.4,0.4666666666666667,0.33333333333333337,0.5333333333333333,0.6044444444444445,0.990835386443849,0.4666666666666667
0,1,0,1,0,22,0.36363636363636365,0.36363636363636365,0.2727272727272727,-0.09090909090909094,0.6363636363636364,0.6611570247933884,1.0900596587107838,0.36363636363636365
1,1,0,1,0,24,0.20833333333333334,0.4583333333333333,0.3333333333333333,0.12499999999999997,0.5416666666666667,0.6354166666666667,1.0505717513316428,0.4583333333333333
-1,-1,1,1,0,21,0.19047619047619047,0.42857142857142855,0.38095238095238093,0.19047619047619047,0.5714285714285714,0.6349206349206349,1.0466304865832219,0.42857142857142855
0,-1,1,1,0,22,0.2727272727272727,0.5,0.22727272727272727,-0.04545454545454544,0.5,0.6239669421487604,1.0376517997982746,0.5
1,-1,1,1,0,17,0.35294117647058826,0.35294117647058826,0.29411764705882354,-0.05882352941176472,0.6470588235294117,0.6643598615916955,1.0950778621205006,0.35294117647058826
-1,0,1,1,0,24,0.4166666666666667,0.20833333333333334,0.375,-0.041666666666666685,0.5833333333333333,0.642361111111111,1.0593845933422399,0.4166666666666667
0,0,1,1,0,38,0.34210526315789475,0.39473684210526316,0.2631578947368421,-0.07894736842105265,0.6052631578947368,0.6578947368421053,1.0851928546349756,0.39473684210526316
1,0,1,1,0,17,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.11764705882352941,0.47058823529411764,0.6020761245674741,1.0027399543973452,0.5294117647058824
-1,1,1,1,0,12,0.3333333333333333,0.4166666666666667,0.25,-0.08333333333333331,0.5833333333333333,0.6527777777777778,1.077556327066801,0.4166666666666667
0,1,1,1,0,28,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.0,0.6428571428571428,0.6658163265306123,1.0973511772469036,0.35714285714285715
1,1,1,1,0,16,0.4375,0.375,0.1875,-0.25,0.5625,0.6328125,1.0433534269422904,0.4375
-1,-1,-1,-1,1,21,0.23809523809523808,0.47619047619047616,0.2857142857142857,0.047619047619047616,0.5238095238095238,0.6349206349206349,1.052922565938695,0.47619047619047616
0,-1,-1,-1,1,21,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.14285714285714285,0.5714285714285714,0.6530612244897959,1.0789922078775833,0.42857142857142855
1,-1,-1,-1,1,13,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.3076923076923077,0.5384615384615384,0.6153846153846154,1.0123308391031733,0.46153846153846156
-1,0,-1,-1,1,13,0.15384615384615385,0.6923076923076923,0.15384615384615385,0.0,0.3076923076923077,0.47337278106508873,0.8305178252872478,0.6923076923076923
0,0,-1,-1,1,21,0.38095238095238093,0.47619047619047616,0.14285714285714285,-0.23809523809523808,0.5238095238095238,0.6077097505668935,0.9989405268004004,0.47619047619047616
1,0,-1,-1,1,11,0.45454545454545453,0.2727272727272727,0.2727272727272727,-0.18181818181818182,0.5454545454545454,0.6446280991735537,1.0670895187820832,0.45454545454545453
-1,1,-1,-1,1,19,0.42105263157894735,0.3684210526315789,0.21052631578947367,-0.21052631578947367,0.5789473684210527,0.6426592797783933,1.0601189359398382,0.42105263157894735
0,1,-1,-1,1,21,0.23809523809523808,0.42857142857142855,0.3333333333333333,0.09523809523809523,0.5714285714285714,0.6485260770975056,1.0710185424099148,0.42857142857142855
1,1,-1,-1,1,19,0.2631578947368421,0.2631578947368421,0.47368421052631576,0.21052631578947367,0.5263157894736843,0.6371191135734072,1.0565758044102838,0.47368421052631576
-1,-1,0,-1,1,13,0.46153846153846156,0.23076923076923078,0.3076923076923077,-0.15384615384615385,0.5384615384615384,0.6390532544378698,1.0579054247036734,0.46153846153846156
0,-1,0,-1,1,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.09090909090909094,0.6363636363636364,0.6611570247933884,1.0900596587107838,0.36363636363636365
1,-1,0,-1,1,21,0.2857142857142857,0.47619047619047616,0.23809523809523808,-0.047619047619047616,0.5238095238095238,0.6349206349206349,1.052922565938695,0.47619047619047616
