Cluster,N_States,N_Observations,P(-1),P(0),P(+1),Direction,Classification_Error,Gini,Cross_Entropy,Confidence
1,162,4029,0.3047902705385952,0.4053114916852817,0.2898982377761231,-0.014892032762472085,0.5946885083147183,0.6587844974271602,1.0871267842356613,0.4053114916852817
2,81,1728,0.28877314814814814,0.3871527777777778,0.32407407407407407,0.03530092592592593,0.6128472222222222,0.6616987900805898,1.0912335044021133,0.3871527777777778
