Cluster,N_States,N_Observations,P(-1),P(0),P(+1),Direction,Classification_Error,Gini,Cross_Entropy,Confidence
2,81,1728,0.32060185185185186,0.39988425925925924,0.2795138888888889,-0.041087962962962965,0.6001157407407407,0.6591790177040466,1.0875255637183714,0.39988425925925924
1,162,4029,0.2911392405063291,0.39985107967237526,0.3090096798212956,0.017870439314966513,0.6001489203276247,0.6598700744989741,1.0886766703867683,0.39985107967237526
